acme_db_cpu,acme_db_mem,acme_web_cpu,acme_web_mem,db_host_cpu,web_host_cpu,Time,class,db_host_mem,httperf_num,httperf_per,request_rate,stress_ng_cpu,total_time,web_host_mem
0.2386,1.352,0.0087,0.3997,2.9,2.4,1602332654,0.0,10.5364,3125,0.032,238.9,0,1.3,9.682
5.5437,1.3567,20.5067,0.8861,6.4,15.0,1602332667,0.0,10.5454,3125,0.032,238.9,0,1.3,10.2098
6.2062,1.3664,15.8658,0.8986,6.4,13.2,1602332680,0.0,10.5399,3125,0.032,238.9,0,1.3,10.2261
7.7901,1.3998,15.1571,0.9348,7.3,13.3,1602332693,0.0,10.562,3125,0.032,238.9,0,1.3,10.2714
6.2099,1.4083,12.5454,0.9387,6.1,11.3,1602332706,0.0,10.5706,3125,0.032,238.9,0,1.3,10.2787
5.8798,1.4154,12.5561,0.9407,6.4,12.2,1602332719,0.0,10.5682,3125,0.032,238.9,0,1.3,10.2883
6.7286,1.4282,12.8963,0.9407,6.7,10.8,1602332732,0.0,10.5856,3125,0.032,238.9,0,1.3,10.2963
5.0279,1.4342,11.5207,0.9486,7.3,10.8,1602332745,0.0,10.58,3125,0.032,238.9,0,1.3,10.3045
5.4297,1.9847,10.0739,0.9598,17.0,26.4,1602333291,0.0,12.8834,6250,0.016,469.4,0,1.5,12.3751
7.7948,1.9925,18.368,0.9781,10.4,20.9,1602333304,0.0,12.8858,6250,0.016,469.4,0,1.5,12.4115
13.6022,2.0124,30.1712,1.0425,9.6,21.6,1602333317,0.0,12.8999,6250,0.016,469.4,0,1.5,12.489
10.0496,2.0234,26.1688,1.0367,9.7,21.2,1602333330,0.0,12.8991,6250,0.016,469.4,0,1.5,11.6005
10.7823,2.0412,27.7713,1.0206,9.6,20.5,1602333343,0.0,12.0556,6250,0.016,469.4,0,1.5,11.5764
11.2936,2.0639,28.7977,1.0384,9.6,19.9,1602333356,0.0,12.0518,6250,0.016,469.4,0,1.5,11.5911
11.5391,2.0772,23.6691,1.0118,9.9,21.1,1602333369,0.0,12.0439,6250,0.016,469.4,0,1.5,11.5592
11.3129,2.0994,26.0581,1.0365,10.1,21.3,1602333382,0.0,12.0502,6250,0.016,469.4,0,1.5,11.5597
10.5453,2.1148,27.4944,1.0494,9.7,20.8,1602333395,0.0,12.0494,6250,0.016,469.4,0,1.5,11.541
9.0976,3.0669,15.4528,1.25,11.1,22.6,1602333954,0.0,14.252,9375,0.012,631.5,0,1.7,13.4895
15.7048,3.0925,31.3381,1.2961,11.7,25.2,1602333967,0.0,14.2584,9375,0.012,631.5,0,1.7,13.5357
16.4803,3.1131,39.047,1.2742,12.0,27.4,1602333980,0.0,14.2728,9375,0.012,631.5,0,1.7,13.517
13.8289,3.1458,36.4586,1.2064,11.7,26.4,1602333993,0.0,13.4137,9375,0.012,631.5,0,1.7,12.5802
14.7752,3.1845,38.6517,1.2265,13.3,27.1,1602334006,0.0,13.4218,9375,0.012,631.5,0,1.7,12.6048
14.2994,3.1995,34.417,1.1896,12.4,26.9,1602334019,0.0,13.4244,9375,0.012,631.5,0,1.7,12.5542
15.7581,3.2324,35.4791,1.2081,12.2,25.9,1602334032,0.0,13.4392,9375,0.012,631.5,0,1.7,12.5717
14.4321,3.2524,37.4867,1.2017,12.1,26.0,1602334045,0.0,13.4334,9375,0.012,631.5,0,1.7,12.5524
16.4062,3.2834,36.2186,1.291,11.9,24.7,1602334058,0.0,13.3907,9375,0.012,631.5,0,1.7,12.622
11.7575,3.5483,23.4707,1.3864,6.3,8.5,1602334669,0.0,15.7804,12500,0.008,939.2,0,2.1,14.3908
21.1173,3.5975,45.8243,1.4056,17.6,39.1,1602334682,0.0,15.8072,12500,0.008,939.2,0,2.1,14.4534
23.4215,3.6278,58.1925,1.3503,17.7,36.1,1602334695,0.0,14.9538,12500,0.008,939.2,0,2.1,14.3763
22.3818,3.6665,59.8071,1.3448,17.9,36.7,1602334708,0.0,14.982,12500,0.008,939.2,0,2.1,13.5048
24.3809,3.7081,54.3803,1.3929,16.0,36.5,1602334721,0.0,15.0017,12500,0.008,939.2,0,2.1,13.5539
22.9783,3.7467,52.6704,1.3688,15.8,36.5,1602334734,0.0,15.0188,12500,0.008,939.2,0,2.1,13.5233
24.9155,3.7919,57.8818,1.3927,16.8,38.3,1602334747,0.0,15.035,12500,0.008,939.2,0,2.1,13.5444
23.2881,3.8193,55.0275,1.4418,16.6,38.1,1602334760,0.0,15.0288,12500,0.008,939.2,0,2.1,13.5914
20.8096,4.5922,38.1753,1.4703,28.3,49.1,1602335319,0.0,17.5787,50000,0.002,1098.4,0,3.5,15.162
27.2244,4.6401,64.3312,1.4221,20.7,44.8,1602335332,0.0,17.6044,50000,0.002,1098.4,0,3.5,15.1162
25.954,4.6656,63.5335,1.4419,18.4,42.8,1602335345,0.0,17.6286,50000,0.002,1098.4,0,3.5,15.135
24.195,4.7092,74.3475,1.4453,20.6,48.9,1602335358,0.0,16.7734,50000,0.002,1098.4,0,3.5,15.1588
27.4455,4.7557,75.4331,1.4446,21.1,47.0,1602335371,0.0,16.8087,50000,0.002,1098.4,0,3.5,14.2566
26.2342,4.7849,52.4366,1.4388,17.4,41.9,1602335384,0.0,16.8246,50000,0.002,1098.4,0,3.5,14.2568
30.4596,4.8467,59.6486,1.4654,17.9,37.8,1602335397,0.0,16.8485,50000,0.002,1098.4,0,3.5,14.2827
23.4945,4.8606,75.9523,1.479,19.2,47.8,1602335410,0.0,16.8558,50000,0.002,1098.4,0,3.5,14.2633
23.3175,4.8913,52.0622,1.4791,11.9,29.7,1602335423,0.0,16.8314,50000,0.002,1098.4,0,3.5,14.2581
19.0355,5.865,37.493,1.5264,16.5,39.0,1602335969,0.0,19.3022,3125,0.032,238.9,0,1.3,15.7593
6.4984,5.8743,14.4992,1.5264,7.1,13.1,1602335982,0.0,19.3133,3125,0.032,238.9,0,1.3,15.7663
6.28,5.8822,12.4199,1.5264,6.6,11.8,1602335995,0.0,19.3153,3125,0.032,238.9,0,1.3,15.7586
11.809,5.9314,14.6584,1.5264,7.8,14.3,1602336008,0.0,18.4714,3125,0.032,238.9,0,1.3,15.6947
6.4604,5.9441,10.2876,1.4839,6.9,11.0,1602336021,0.0,18.4676,3125,0.032,238.9,0,1.3,14.8089
6.4706,5.9513,14.1323,1.4839,6.7,11.5,1602336034,0.0,18.4732,3125,0.032,238.9,0,1.3,14.8067
6.3912,5.9658,14.8237,1.2645,6.7,11.5,1602336047,0.0,18.4754,3125,0.032,238.9,0,1.3,14.5431
7.2621,5.9749,11.0932,1.2645,7.0,10.7,1602336060,0.0,18.4609,3125,0.032,238.9,0,1.3,14.5365
7.6999,6.5189,16.143,1.2907,9.7,19.6,1602336619,0.0,20.1962,6250,0.016,469.4,0,1.5,16.1143
13.6496,6.5455,32.8182,1.2961,10.6,26.2,1602336632,0.0,20.2167,6250,0.016,469.4,0,1.5,16.1548
10.7294,6.5596,23.8595,1.2892,14.3,21.2,1602336645,0.0,20.2237,6250,0.016,469.4,0,1.5,16.1418
11.4491,6.5856,25.3342,1.2897,10.1,19.8,1602336658,0.0,19.3553,6250,0.016,469.4,0,1.5,15.2529
15.6456,6.6151,25.5712,1.308,10.3,19.9,1602336671,0.0,19.3599,6250,0.016,469.4,0,1.5,15.2641
11.0857,6.6276,29.9802,1.2961,10.3,21.3,1602336684,0.0,19.3623,6250,0.016,469.4,0,1.5,15.2467
12.3056,6.654,26.2256,1.3024,10.0,20.4,1602336697,0.0,19.3602,6250,0.016,469.4,0,1.5,15.2473
12.7635,6.6679,28.0932,1.3142,9.9,20.6,1602336710,0.0,19.3538,6250,0.016,469.4,0,1.5,15.2173
6.6368,6.7765,15.5048,1.3834,11.1,22.0,1602337269,0.0,21.3644,9375,0.012,631.5,0,1.7,16.9614
15.4024,6.8046,38.7182,1.414,12.3,25.3,1602337282,0.0,21.379,9375,0.012,631.5,0,1.7,16.9983
14.9687,6.8142,35.2726,1.3702,13.2,25.9,1602337295,0.0,20.5195,9375,0.012,631.5,0,1.7,16.8927
13.3772,6.8394,35.864,1.3214,11.6,25.2,1602337308,0.0,20.5295,9375,0.012,631.5,0,1.7,16.0003
15.6764,6.8596,36.7563,1.3093,13.1,26.7,1602337321,0.0,20.5263,9375,0.012,631.5,0,1.7,15.9783
18.1573,6.8864,34.5614,1.3388,17.0,26.7,1602337334,0.0,20.5264,9375,0.012,631.5,0,1.7,16.0166
16.6856,6.907,39.0972,1.2966,12.5,26.9,1602337347,0.0,20.5227,9375,0.012,631.5,0,1.7,15.9606
15.8281,6.9215,34.0804,1.3151,12.5,26.3,1602337360,0.0,20.5156,9375,0.012,631.5,0,1.7,15.9612
16.583,6.9426,41.5952,1.3515,12.6,25.9,1602337373,0.0,20.4734,9375,0.012,631.5,0,1.7,15.977
12.0783,8.1411,24.511,1.4202,5.5,10.7,1602337984,0.0,22.7962,12500,0.008,939.2,0,2.3,17.7088
19.1774,8.16,47.6917,1.4182,17.4,38.8,1602337997,0.0,22.8013,12500,0.008,939.2,0,2.3,17.7321
27.858,8.1952,50.3675,1.4131,16.9,37.4,1602338010,0.0,21.945,12500,0.008,939.2,0,2.3,17.7134
22.9345,8.2321,58.9684,1.4138,15.8,36.4,1602338023,0.0,21.9701,12500,0.008,939.2,0,2.3,16.8686
23.6518,8.2729,52.6965,1.3587,16.7,37.4,1602338036,0.0,21.9858,12500,0.008,939.2,0,2.3,16.8102
24.3369,8.3014,55.7866,1.4503,16.4,36.0,1602338049,0.0,22.0051,12500,0.008,939.2,0,2.3,16.9205
29.573,8.3553,50.8723,1.4749,22.5,40.0,1602338062,0.0,22.0159,12500,0.008,939.2,0,2.3,16.9213
21.8861,8.3785,52.6862,1.4139,16.6,37.9,1602338075,0.0,22.0078,12500,0.008,939.2,0,2.3,16.8572
23.4239,8.7496,48.2615,1.5411,22.4,51.4,1602338634,0.0,23.9435,50000,0.002,1098.9,0,3.3,18.5168
22.5766,8.7514,55.8067,1.4478,23.3,45.2,1602338647,0.0,23.9376,50000,0.002,1098.9,0,3.3,18.4124
26.9841,8.7592,66.2374,1.4811,18.1,41.8,1602338660,0.0,23.9385,50000,0.002,1098.9,0,3.3,18.4359
32.6986,8.7905,72.2952,1.4906,25.8,46.3,1602338673,0.0,23.0726,50000,0.002,1098.9,0,3.3,18.4455
22.3903,8.801,72.3635,1.4603,19.0,46.3,1602338686,0.0,23.0627,50000,0.002,1098.9,0,3.3,17.5352
29.5205,8.8098,52.8064,1.4911,18.7,44.3,1602338699,0.0,23.0532,50000,0.002,1098.9,0,3.3,17.5912
27.5808,8.8224,66.2474,1.4968,17.6,41.3,1602338712,0.0,23.0503,50000,0.002,1098.9,0,3.3,17.5701
27.7509,8.8295,68.5693,1.4979,18.6,48.2,1602338725,0.0,23.0461,50000,0.002,1098.9,0,3.3,17.5384
29.1367,8.8965,55.5939,1.4186,13.2,31.7,1602338738,0.0,23.0484,50000,0.002,1098.9,0,3.3,17.4559
30.7354,9.0216,50.8461,1.5454,38.4,67.5,1602339284,0.0,24.7487,3125,0.032,238.9,0,1.3,19.3151
5.0324,9.0284,11.1214,1.5475,7.4,12.4,1602339297,0.0,24.7533,3125,0.032,238.9,0,1.3,19.2666
7.1643,9.0292,12.5171,1.5465,7.0,15.5,1602339310,0.0,24.7482,3125,0.032,238.9,0,1.3,19.2623
7.3543,9.0385,13.6279,1.4941,7.5,13.0,1602339323,0.0,24.7504,3125,0.032,238.9,0,1.3,19.1933
6.8023,9.0464,10.8312,1.2059,6.4,11.5,1602339336,0.0,23.8746,3125,0.032,238.9,0,1.3,17.9841
9.986,9.0563,13.2601,1.2061,7.2,11.7,1602339349,0.0,23.8758,3125,0.032,238.9,0,1.3,17.9852
7.1471,9.0644,12.0761,1.2062,7.2,12.6,1602339362,0.0,23.849,3125,0.032,238.9,0,1.3,17.9773
6.432,9.0674,13.3593,1.2062,6.3,10.3,1602339375,0.0,23.8375,3125,0.032,238.9,0,1.3,17.967
4.6941,9.3779,8.7153,1.2628,8.5,14.6,1602339934,0.0,25.3359,6250,0.016,469.4,0,1.5,19.3726
12.4874,9.3949,27.6532,1.3037,17.1,23.0,1602339947,0.0,25.3501,6250,0.016,469.4,0,1.5,19.4097
18.3769,9.4114,30.716,1.3037,11.3,19.8,1602339960,0.0,24.4863,6250,0.016,469.4,0,1.5,19.4058
12.4827,9.4283,27.0526,1.3062,10.4,19.8,1602339973,0.0,24.4924,6250,0.016,469.4,0,1.5,18.5278
12.3433,9.4482,26.1139,1.2956,9.5,20.9,1602339986,0.0,24.4949,6250,0.016,469.4,0,1.5,18.5323
10.4645,9.4618,26.4746,1.2998,9.8,21.3,1602339999,0.0,24.4886,6250,0.016,469.4,0,1.5,18.5131
16.1373,8.8405,31.5436,1.3129,15.6,20.6,1602340012,0.0,24.491,6250,0.016,469.4,0,1.5,18.5146
12.2952,8.852,27.0722,1.3211,11.2,22.0,1602340025,0.0,24.4855,6250,0.016,469.4,0,1.5,18.4858
4.9248,9.6287,11.1937,1.292,8.5,15.2,1602340584,0.0,26.345,9375,0.012,631.5,0,1.7,20.0917
17.9308,9.6412,37.6412,1.3977,12.4,26.2,1602340597,0.0,26.3448,9375,0.012,631.5,0,1.7,20.2244
14.556,9.6549,37.7631,1.2983,12.3,26.6,1602340610,0.0,26.3556,9375,0.012,631.5,0,1.7,20.1175
22.3838,9.6781,37.948,1.3232,14.9,26.6,1602340623,0.0,25.4788,9375,0.012,631.5,0,1.7,20.1306
14.8792,9.6976,33.7681,1.3299,12.0,26.2,1602340636,0.0,25.4795,9375,0.012,631.5,0,1.7,19.2528
16.5651,9.7158,40.0167,1.3577,12.1,26.4,1602340649,0.0,25.4809,9375,0.012,631.5,0,1.7,19.2806
16.4293,9.7394,36.4918,1.3342,12.5,26.7,1602340662,0.0,25.4801,9375,0.012,631.5,0,1.7,19.246
14.4265,9.7537,36.2666,1.3533,12.0,25.9,1602340675,0.0,25.4664,9375,0.012,631.5,0,1.7,19.2621
22.4202,9.7962,38.6845,1.312,12.4,27.5,1602340688,0.0,25.4186,9375,0.012,631.5,0,1.7,19.1904
16.8046,9.9368,38.0505,1.378,17.1,39.2,1602341312,0.0,27.2681,12500,0.008,939.3,0,2.2,20.7236
23.9717,9.96,50.2391,1.4872,22.7,37.4,1602341325,0.0,27.283,12500,0.008,939.3,0,2.2,20.7776
23.6445,10.0088,51.8001,1.4989,17.0,35.4,1602341338,0.0,26.4303,12500,0.008,939.3,0,2.2,20.7893
27.8977,10.0484,51.9633,1.4252,23.4,37.7,1602341351,0.0,26.4378,12500,0.008,939.3,0,2.2,19.8364
21.0746,10.0558,55.012,1.4127,15.9,37.8,1602341364,0.0,26.4331,12500,0.008,939.3,0,2.2,19.819
24.0362,10.0765,55.815,1.4134,17.3,38.9,1602341377,0.0,26.4214,12500,0.008,939.3,0,2.2,19.8302
24.1295,10.0918,53.7396,1.4076,17.0,37.8,1602341390,0.0,26.3983,12500,0.008,939.3,0,2.2,19.8094
20.8137,10.1101,53.174,1.4933,15.1,33.4,1602341403,0.0,26.3352,12500,0.008,939.3,0,2.2,19.8779
26.3514,10.8001,53.4731,1.4332,25.9,47.5,1602341962,0.0,28.4733,50000,0.002,1098.5,0,3.5,21.1504
25.8941,10.8163,70.2586,1.4483,17.5,44.5,1602341975,0.0,28.4855,50000,0.002,1098.5,0,3.5,21.159
26.9002,10.8659,55.2651,1.4893,18.2,39.8,1602341988,0.0,27.6563,50000,0.002,1098.5,0,3.5,21.2121
25.6429,10.8992,65.117,1.4881,19.0486,40.8,1602342001,0.0,27.6849,50000,0.002,1098.5,0,3.5,20.3158
30.1766,10.9171,64.3499,1.495,18.7,46.9,1602342014,0.0,27.6829,50000,0.002,1098.5,0,3.5,20.328
34.6666,10.9516,63.5598,1.4886,18.0,44.4,1602342027,0.0,27.69,50000,0.002,1098.5,0,3.5,20.3226
24.0226,10.9633,64.0705,1.4823,17.7,37.7,1602342040,0.0,27.6789,50000,0.002,1098.5,0,3.5,20.312
27.9112,10.9696,64.2663,1.5121,18.9,40.1,1602342053,0.0,27.6411,50000,0.002,1098.5,0,3.5,20.3301
26.368,11.9713,50.1211,1.5564,38.2,62.3,1602342599,0.0,29.2979,3125,0.032,238.9,0,1.3,21.6735
5.8387,11.9815,10.8783,1.5569,7.3,12.2,1602342612,0.0,29.2924,3125,0.032,238.9,0,1.3,21.6254
6.4392,11.9844,13.0324,1.5569,7.1,11.3,1602342625,0.0,29.2921,3125,0.032,238.9,0,1.3,21.6246
12.6752,11.534,15.1018,1.5271,13.5,13.6,1602342638,0.0,29.3045,3125,0.032,238.9,0,1.3,21.5846
6.0438,11.5424,12.8709,1.2158,8.3,10.1,1602342651,0.0,28.4429,3125,0.032,238.9,0,1.3,20.3687
6.8772,11.5482,12.7204,1.2158,7.9,11.6,1602342664,0.0,28.4345,3125,0.032,238.9,0,1.3,20.3651
6.4854,11.5598,12.4385,1.2158,6.9,12.5,1602342677,0.0,28.4383,3125,0.032,238.9,0,1.3,20.3514
6.7414,11.5667,13.5561,1.2158,6.3,11.2,1602342690,0.0,28.4341,3125,0.032,238.9,0,1.3,20.3517
6.8139,12.0364,8.8352,1.2599,8.2,14.6,1602343249,0.0,30.1473,6250,0.016,469.4,0,1.5,21.5081
13.4896,12.0605,30.4822,1.3194,11.4,23.5,1602343262,0.0,30.1687,6250,0.016,469.4,0,1.5,21.5718
12.3501,12.0766,25.3797,1.3075,18.9,26.0,1602343275,0.0,29.295,6250,0.016,469.4,0,1.5,21.5613
11.8105,12.1032,25.9068,1.3068,10.1,20.2,1602343288,0.0,29.3104,6250,0.016,469.4,0,1.5,20.6617
18.7665,12.1213,25.9035,1.3202,17.8,19.7,1602343301,0.0,29.2971,6250,0.016,469.4,0,1.5,20.6989
11.3869,12.1287,27.3942,1.3182,10.1,20.3,1602343314,0.0,29.299,6250,0.016,469.4,0,1.5,20.6721
12.2406,12.1389,30.5345,1.3064,10.1,21.5,1602343327,0.0,29.2817,6250,0.016,469.4,0,1.5,20.6662
12.8166,12.1461,30.1504,1.3185,10.3,21.9,1602343340,0.0,29.2619,6250,0.016,469.4,0,1.5,20.6557
5.006,12.8003,7.5267,1.4123,7.7,13.7,1602343899,0.0,30.9442,9375,0.012,631.5,0,1.7,22.1976
21.2858,12.8093,43.4228,1.3672,19.6,27.9,1602343912,0.0,30.949,9375,0.012,631.5,0,1.7,22.1496
18.7577,12.8205,31.8401,1.3244,14.8,28.2,1602343925,0.0,30.102,9375,0.012,631.5,0,1.7,22.1211
13.6692,12.8324,34.6504,1.3371,12.4,27.2,1602343938,0.0,30.101,9375,0.012,631.5,0,1.7,21.2234
14.8755,12.8367,37.6988,1.3615,12.5,26.9,1602343951,0.0,30.0914,9375,0.012,631.5,0,1.7,21.2486
17.3652,12.8457,35.1438,1.3308,13.1,27.1,1602343964,0.0,30.0894,9375,0.012,631.5,0,1.7,21.2056
21.3762,12.8863,37.3444,1.3369,14.5,26.8,1602343977,0.0,30.0764,9375,0.012,631.5,0,1.7,21.2228
15.6224,12.8946,35.4942,1.3249,12.3,26.2,1602343990,0.0,30.0615,9375,0.012,631.5,0,1.7,21.2134
15.3387,12.9061,36.4855,1.3435,12.3,27.1,1602344003,0.0,30.0071,9375,0.012,631.5,0,1.7,21.1873
12.5491,12.8611,38.533,1.3803,17.3,38.4,1602344627,0.0,31.5494,12500,0.008,939.3,0,2.2,22.6245
28.7488,12.8795,51.5222,1.4363,18.4,38.5,1602344640,0.0,30.6871,12500,0.008,939.3,0,2.2,22.6846
30.9037,12.9037,48.3489,1.4489,15.8,35.2,1602344653,0.0,30.6771,12500,0.008,939.3,0,2.2,22.6948
24.1714,12.9394,45.6216,1.4353,17.4,39.5,1602344666,0.0,30.7086,12500,0.008,939.3,0,2.2,21.7875
25.938,12.9596,59.2527,1.4111,17.4,37.2,1602344679,0.0,30.7076,12500,0.008,939.3,0,2.2,21.7673
22.1716,12.984,52.9296,1.4536,17.5,37.4,1602344692,0.0,30.7185,12500,0.008,939.3,0,2.2,21.8161
27.0028,13.0077,51.0,1.4964,18.2,37.3,1602344705,0.0,30.7005,12500,0.008,939.3,0,2.2,21.8621
22.1902,13.0677,56.382,1.4966,15.7,34.8,1602344718,0.0,30.6579,12500,0.008,939.3,0,2.2,21.8307
15.1419,13.4522,45.5773,1.5289,18.6,43.7,1602345277,0.0,32.4408,50000,0.002,1095.9,0,3.9,23.1266
28.5398,13.4562,61.5861,1.4874,18.2,50.9,1602345290,0.0,32.4388,50000,0.002,1095.9,0,3.9,23.0873
28.7138,13.4835,60.8124,1.5113,19.3,46.1,1602345303,0.0,32.4497,50000,0.002,1095.9,0,3.9,23.1181
24.9883,13.5059,64.6243,1.4808,19.6,44.9,1602345316,0.0,31.5602,50000,0.002,1095.9,0,3.9,22.2379
34.2881,13.5126,62.9918,1.5231,18.9,46.5,1602345329,0.0,31.5512,50000,0.002,1095.9,0,3.9,22.2405
25.7668,13.5222,67.3273,1.4381,18.5,47.3,1602345342,0.0,31.5436,50000,0.002,1095.9,0,3.9,22.193
27.2183,13.5343,58.4671,1.5049,19.3,43.1,1602345355,0.0,31.5377,50000,0.002,1095.9,0,3.9,22.2532
26.1155,13.547,56.9069,1.4619,18.5,38.8,1602345368,0.0,31.501,50000,0.002,1095.9,0,3.9,22.1896
3.7813,13.968,8.4298,1.5305,6.4,11.6,1602345927,0.0,33.0975,3125,0.032,238.9,0,1.3,23.6178
12.5154,13.993,13.3221,1.5305,6.8,11.6,1602345940,0.0,33.105,3125,0.032,238.9,0,1.3,23.6155
7.3469,13.9932,14.0535,1.5307,16.2,12.6,1602345953,0.0,32.2459,3125,0.032,238.9,0,1.3,23.6149
7.2529,14.0046,14.3638,1.5307,6.9,13.1,1602345966,0.0,32.246,3125,0.032,238.9,0,1.3,22.7233
6.1263,14.0148,12.7116,1.311,6.8,12.3,1602345979,0.0,32.2578,3125,0.032,238.9,0,1.3,22.4852
5.9123,14.0269,12.3794,1.311,7.5,11.5,1602345992,0.0,32.2512,3125,0.032,238.9,0,1.3,22.4747
11.9948,14.036,11.743,1.311,6.7,10.4,1602346005,0.0,32.242,3125,0.032,238.9,0,1.3,22.468
6.184,14.0457,14.2058,1.2682,6.5,11.2,1602346018,0.0,32.2078,3125,0.032,238.9,0,1.3,22.3906
3.1336,14.5808,5.8385,1.2683,14.3,9.8,1602346564,0.0,33.9287,6250,0.016,469.4,0,1.5,23.5898
13.0708,14.6066,25.1813,1.334,10.9,23.3,1602346577,0.0,33.9424,6250,0.016,469.4,0,1.5,23.6336
11.3118,14.6229,31.1013,1.3163,10.5,19.9,1602346590,0.0,33.945,6250,0.016,469.4,0,1.5,23.6529
19.0011,14.6575,28.3615,1.3279,17.4,19.8,1602346603,0.0,33.0698,6250,0.016,469.4,0,1.5,22.808
12.0355,14.6797,24.255,1.3224,10.1,21.0,1602346616,0.0,33.0766,6250,0.016,469.4,0,1.5,22.7961
10.6567,14.6982,29.4773,1.316,9.6,19.9,1602346629,0.0,33.0841,6250,0.016,469.4,0,1.5,22.7828
12.017,14.7239,28.0824,1.3001,10.1,21.2,1602346642,0.0,33.0958,6250,0.016,469.4,0,1.5,22.7782
12.7423,14.7454,30.0812,1.2989,10.6,21.7,1602346655,0.0,33.1031,6250,0.016,469.4,0,1.5,22.77
10.5404,15.3631,7.331,1.4215,12.8,7.7,1602347214,0.0,34.4816,9375,0.012,631.5,0,1.7,24.2595
16.8447,15.3771,37.2899,1.3725,13.2,27.6,1602347227,0.0,34.4775,9375,0.012,631.5,0,1.7,24.2189
16.5309,15.3873,34.6275,1.3544,12.8,26.5,1602347240,0.0,33.6687,9375,0.012,631.5,0,1.7,24.1903
14.9182,15.3957,35.0149,1.3864,12.8,25.4,1602347253,0.0,33.6539,9375,0.012,631.5,0,1.7,24.2103
16.4798,15.4118,37.2176,1.3605,13.0,26.8,1602347266,0.0,33.6521,9375,0.012,631.5,0,1.7,23.2946
24.0854,14.5989,32.97,1.3602,14.6,26.2,1602347279,0.0,33.649,9375,0.012,631.5,0,1.7,23.2893
16.2657,14.6072,37.1173,1.3422,12.9,26.2,1602347292,0.0,33.6416,9375,0.012,631.5,0,1.7,23.2657
16.0663,14.6105,34.1927,1.3485,12.5,26.2,1602347305,0.0,33.6315,9375,0.012,631.5,0,1.7,23.2852
18.1068,14.6266,39.0333,1.3423,12.9,27.7,1602347318,0.0,33.5892,9375,0.012,631.5,0,1.7,23.26
12.8746,15.3563,27.3224,1.3484,16.8,35.6,1602347942,0.0,35.0164,12500,0.008,939.2,0,2.3,24.6875
28.5534,15.3741,50.6426,1.482,18.7,37.7,1602347955,0.0,35.0234,12500,0.008,939.2,0,2.3,24.8565
23.9121,15.3869,45.9315,1.4763,24.8,35.1,1602347968,0.0,34.1863,12500,0.008,939.2,0,2.3,24.8245
24.5218,15.3946,55.428,1.5007,17.5,39.4,1602347981,0.0,34.1822,12500,0.008,939.2,0,2.3,23.9061
22.4452,15.4028,57.7669,1.4523,17.1,37.3,1602347994,0.0,34.179,12500,0.008,939.2,0,2.3,23.9181
26.7312,15.4234,53.208,1.4647,20.1,38.7,1602348007,0.0,34.1684,12500,0.008,939.2,0,2.3,23.9291
30.5431,15.4555,56.3769,1.4889,17.1,37.3,1602348020,0.0,34.148,12500,0.008,939.2,0,2.3,23.9523
23.0358,15.4641,51.7627,1.5005,16.4,36.3,1602348033,0.0,34.0926,12500,0.008,939.2,0,2.3,23.9259
15.9468,15.8997,30.4115,1.4586,18.7,41.0,1602348592,0.0,35.8697,50000,0.002,1096.5,0,3.5,25.131
23.9256,15.9118,70.7779,1.4946,20.6,47.1,1602348605,0.0,35.8785,50000,0.002,1096.5,0,3.5,25.1718
28.5563,15.9334,67.0012,1.4949,18.5,46.7,1602348618,0.0,35.8742,50000,0.002,1096.5,0,3.5,25.1903
29.7889,15.9599,65.1169,1.5069,20.3,44.6,1602348631,0.0,35.0323,50000,0.002,1096.5,0,3.5,25.1839
24.8406,15.9701,60.108,1.513,19.5,39.3,1602348644,0.0,35.0283,50000,0.002,1096.5,0,3.5,24.3237
31.1459,15.9709,61.5295,1.5127,19.8,42.1,1602348657,0.0,35.0169,50000,0.002,1096.5,0,3.5,24.3263
28.9035,15.9823,71.286,1.4832,18.2,46.2,1602348670,0.0,35.0146,50000,0.002,1096.5,0,3.5,24.2808
25.0131,15.9942,67.7576,1.4634,27.1,46.6,1602348683,0.0,34.9881,50000,0.002,1096.5,0,3.5,24.2524
8.9802,16.5376,5.1849,1.5568,6.4,10.3,1602349242,0.0,36.7991,3125,0.032,238.9,0,1.3,25.6567
7.3511,16.5453,14.9306,1.5568,15.3,12.1,1602349255,0.0,36.8087,3125,0.032,238.9,0,1.3,25.6625
7.1442,16.5598,13.0162,1.5568,7.2,13.3,1602349268,0.0,36.8052,3125,0.032,238.9,0,1.3,24.7821
6.4375,16.5686,14.813,1.5253,6.6,10.8,1602349281,0.0,35.9404,3125,0.032,238.9,0,1.3,24.7555
7.1321,16.5793,12.0968,1.527,7.1,11.4,1602349294,0.0,35.9352,3125,0.032,238.9,0,1.3,24.7532
7.9375,16.5905,14.1893,1.2523,6.9,11.9,1602349307,0.0,35.9308,3125,0.032,238.9,0,1.3,24.4533
6.3774,16.5976,12.7987,1.2629,6.8,11.2,1602349320,0.0,35.9251,3125,0.032,238.9,0,1.3,24.4538
6.9882,16.6156,13.7224,1.2645,7.2,11.4,1602349333,0.0,35.8991,3125,0.032,238.9,0,1.3,24.4258
3.1872,17.1621,7.4612,1.2735,4.5,7.3,1602349879,0.0,37.575,6250,0.016,469.4,0,1.6,25.6848
13.9113,17.1865,32.0843,1.2998,10.9,21.6,1602349892,0.0,37.5981,6250,0.016,469.4,0,1.6,25.7221
