acme_db_cpu,acme_db_mem,acme_web_cpu,acme_web_mem,host_cpu,Time,class,host_mem,httperf_num,httperf_per,request_rate,interference_wkld_intensity,total_time
9.0937,19.0949,13.7717,1.2572,22.0,1627825429.0,0.0,26.7736,3125,0.032,238.9,2.0,3.5
7.1864,19.0981,11.7152,1.2572,11.2,1627825442.0,1.0,26.7699,3125,0.032,238.8,3.0,6.2
8.2955,19.1039,14.4578,1.2572,42.4,1627825455.0,1.0,26.9795,3125,0.032,238.8,3.0,6.2
12.509,19.1102,19.9216,1.2572,61.3,1627825468.0,1.0,26.2487,3125,0.032,238.8,3.0,6.2
17.2284,19.1189,20.2276,1.2572,68.0,1627825481.0,1.0,26.3612,3125,0.032,238.8,3.0,6.2
11.5513,19.123,17.9864,1.245,63.4,1627825494.0,1.0,26.4542,3125,0.032,238.8,3.0,6.2
12.0079,19.1257,18.15,1.245,64.1,1627825507.0,1.0,26.5018,3125,0.032,238.8,3.0,6.2
11.3026,19.1321,21.7581,1.2473,68.3,1627825520.0,1.0,26.6132,3125,0.032,238.8,3.0,6.2
16.2542,19.1492,16.5197,1.2511,71.5,1627825533.0,1.0,26.6812,3125,0.032,238.8,3.0,6.2
7.5774,19.1585,10.935,1.2511,42.5,1627825559.0,1.0,26.6897,3125,0.032,238.8,4.0,6.9
10.5635,19.1632,16.511,1.2631,58.9,1627825572.0,1.0,26.7114,3125,0.032,238.8,4.0,6.9
13.4719,19.1683,21.5128,1.2572,73.6947,1627825585.0,1.0,26.7303,3125,0.032,238.8,4.0,6.9
13.9742,19.1811,18.6001,1.2572,69.2,1627825598.0,1.0,26.7154,3125,0.032,238.8,4.0,6.9
13.0397,19.1843,19.6737,1.2572,74.2,1627825611.0,1.0,26.7311,3125,0.032,238.8,4.0,6.9
13.0094,19.1903,22.1519,1.2572,72.2,1627825624.0,1.0,26.7126,3125,0.032,238.8,4.0,6.9
12.8698,19.1935,17.8846,1.2572,69.0,1627825637.0,1.0,26.7127,3125,0.032,238.8,4.0,6.9
10.7607,19.2003,18.4277,1.2608,67.0066,1627825650.0,1.0,26.7188,3125,0.032,238.8,4.0,6.9
5.2996,19.208,9.418,1.2628,38.5262,1627825663.0,1.0,26.7223,3125,0.032,238.9,5.0,8.5
12.0293,19.2113,18.2673,1.2633,64.8,1627825676.0,1.0,26.6757,3125,0.032,238.9,5.0,8.5
14.5504,19.2204,22.722,1.2633,78.5,1627825689.0,1.0,26.6709,3125,0.032,238.9,5.0,8.5
13.4185,19.2235,22.3984,1.2633,78.2,1627825702.0,1.0,26.6611,3125,0.032,238.9,5.0,8.5
16.2317,19.2328,19.3805,1.2633,82.7035,1627825715.0,1.0,26.7125,3125,0.032,238.9,5.0,8.5
14.2346,19.2394,19.4479,1.2633,82.1,1627825728.0,1.0,26.9582,3125,0.032,238.9,5.0,8.5
11.5704,19.245,20.6117,1.2664,76.0,1627825741.0,1.0,26.9436,3125,0.032,238.9,5.0,8.5
13.1155,19.252,19.3233,1.2718,75.1,1627825754.0,1.0,26.8982,3125,0.032,238.9,5.0,8.5
3.6113,19.8691,5.412,1.2877,8.0,1627828562.0,0.0,27.1331,3125,0.032,238.9,1.0,3.5
10.1282,19.8743,17.39,1.2907,23.1846,1627828575.0,0.0,27.6908,3125,0.032,238.9,1.0,3.5
9.0351,19.8763,17.9227,1.2758,24.7355,1627828588.0,0.0,27.6634,3125,0.032,238.9,1.0,3.5
12.9168,19.8865,18.4714,1.2856,31.0,1627828601.0,0.0,27.1078,3125,0.032,238.9,1.0,3.5
7.3278,19.8911,15.6091,1.2794,20.9842,1627828614.0,0.0,27.079,3125,0.032,238.9,1.0,3.5
9.7105,19.891,16.0003,1.2819,21.7,1627828627.0,0.0,27.0776,3125,0.032,238.9,1.0,3.5
9.5589,19.8994,14.7016,1.2695,21.0,1627828640.0,0.0,27.0536,3125,0.032,238.9,1.0,3.5
10.2718,19.9049,13.1854,1.2741,20.7159,1627828653.0,0.0,27.0529,3125,0.032,238.9,1.0,3.5
6.993,19.9133,8.472,1.2755,6.5,1627828666.0,0.0,27.0444,3125,0.032,238.9,2.0,3.5
10.0539,19.9183,17.842,1.2695,31.7,1627828679.0,0.0,28.5825,3125,0.032,238.9,2.0,3.5
8.6341,19.9223,14.9399,1.2695,21.3,1627828692.0,0.0,28.5729,3125,0.032,238.9,2.0,3.5
10.4821,19.932,18.0587,1.2871,25.8,1627828705.0,0.0,28.5906,3125,0.032,238.9,2.0,3.5
9.6412,19.9411,13.5792,1.2987,24.0,1627828718.0,0.0,28.6026,3125,0.032,238.9,2.0,3.5
9.6926,19.9463,13.6505,1.2995,21.4157,1627828731.0,0.0,27.8459,3125,0.032,238.9,2.0,3.5
9.2362,19.9527,15.1106,1.2876,21.3,1627828744.0,0.0,27.7486,3125,0.032,238.9,2.0,3.5
9.8559,19.9571,15.2935,1.2876,21.0316,1627828757.0,0.0,27.7482,3125,0.032,238.9,2.0,3.5
5.9752,19.9569,9.9406,1.2891,10.7,1627828770.0,1.0,27.7312,3125,0.032,238.9,3.0,6.2
14.0113,19.9663,16.9867,1.2815,50.3099,1627828783.0,1.0,27.7646,3125,0.032,238.9,3.0,6.2
10.7653,19.9687,15.7878,1.2868,55.8,1627828796.0,1.0,27.6277,3125,0.032,238.9,3.0,6.2
13.3915,19.974,20.1276,1.2927,67.8,1627828809.0,1.0,27.3441,3125,0.032,238.9,3.0,6.2
13.1108,19.9823,21.1663,1.2947,62.8,1627828822.0,1.0,27.4295,3125,0.032,238.9,3.0,6.2
12.4369,19.9892,18.0782,1.2979,66.3933,1627828835.0,1.0,27.5489,3125,0.032,238.9,3.0,6.2
13.3981,20.0005,19.535,1.3,65.9932,1627828848.0,1.0,27.6266,3125,0.032,238.9,3.0,6.2
11.4524,20.0078,15.3554,1.3017,64.6,1627828861.0,1.0,27.6458,3125,0.032,238.9,3.0,6.2
3.9947,20.0144,6.1625,1.2697,20.9842,1627828887.0,1.0,27.6336,3125,0.032,238.8,4.0,7.3
11.4972,20.0213,18.4796,1.2697,64.7,1627828900.0,1.0,27.6982,3125,0.032,238.8,4.0,7.3
12.4362,20.0336,20.7449,1.2697,75.105,1627828913.0,1.0,27.6828,3125,0.032,238.8,4.0,7.3
14.1435,20.039,19.8315,1.2699,73.0,1627828926.0,1.0,27.6948,3125,0.032,238.8,4.0,7.3
12.4183,20.0413,22.0159,1.2778,72.7,1627828939.0,1.0,27.767,3125,0.032,238.8,4.0,7.3
11.2052,20.0449,24.713,1.2821,75.4,1627828952.0,1.0,27.7783,3125,0.032,238.8,4.0,7.3
15.7925,20.0532,20.4544,1.2838,76.6,1627828965.0,1.0,27.7606,3125,0.032,238.8,4.0,7.3
11.1944,20.0594,19.3509,1.3002,67.8064,1627828978.0,1.0,27.7834,3125,0.032,238.8,4.0,7.3
3.3313,20.0619,5.3909,1.3004,15.9,1627828991.0,1.0,27.7606,3125,0.032,238.9,5.0,8.7
12.492,20.0678,18.1743,1.3063,65.2931,1627829004.0,1.0,27.8219,3125,0.032,238.9,5.0,8.7
13.365,20.0742,20.4941,1.3197,75.7,1627829017.0,1.0,27.8232,3125,0.032,238.9,5.0,8.7
18.5518,20.0866,25.2873,1.3124,75.2,1627829030.0,1.0,27.821,3125,0.032,238.9,5.0,8.7
13.3402,20.095,20.3553,1.2809,76.6047,1627829043.0,1.0,28.1809,3125,0.032,238.9,5.0,8.7
12.9468,20.0995,20.2525,1.2809,78.0,1627829056.0,1.0,27.9865,3125,0.032,238.9,5.0,8.7
13.9222,20.1051,21.4412,1.2814,78.1,1627829069.0,1.0,28.0368,3125,0.032,238.9,5.0,8.7
11.9856,20.1088,19.9953,1.3013,76.3,1627829082.0,1.0,28.0661,3125,0.032,238.9,5.0,8.7
5.0097,20.7059,6.1524,1.2602,5.6,1627831890.0,0.0,27.0739,3125,0.032,238.9,1.0,3.4
9.7879,20.7119,15.4264,1.2818,22.7846,1627831903.0,0.0,27.9346,3125,0.032,238.9,1.0,3.4
12.2083,20.7258,16.2804,1.2635,22.2,1627831916.0,0.0,27.8972,3125,0.032,238.9,1.0,3.4
10.9234,20.7456,19.4686,1.2696,27.0022,1627831929.0,0.0,27.9019,3125,0.032,238.9,1.0,3.4
7.9109,20.7504,13.9362,1.2696,19.4,1627831942.0,0.0,27.8948,3125,0.032,238.9,1.0,3.4
8.659,20.7571,14.3383,1.2832,21.5843,1627831955.0,0.0,27.8953,3125,0.032,238.9,1.0,3.4
11.5825,20.7743,17.7358,1.2879,25.5,1627831968.0,0.0,27.8924,3125,0.032,238.9,1.0,3.4
9.5716,20.7794,14.0716,1.2879,20.5159,1627831981.0,0.0,27.8775,3125,0.032,238.9,1.0,3.4
5.1534,20.784,8.5717,1.2977,8.0,1627831994.0,0.0,27.8847,3125,0.032,238.9,2.0,3.5
5.2072,20.7885,10.8386,1.2747,67.8,1627832007.0,0.0,28.5544,3125,0.032,238.9,2.0,3.5
10.2256,20.796,15.6334,1.2759,22.9,1627832020.0,0.0,28.2642,3125,0.032,238.9,2.0,3.5
13.0846,20.8005,16.6312,1.2935,25.6,1627832033.0,0.0,28.2823,3125,0.032,238.9,2.0,3.5
8.4717,20.8051,13.3585,1.2938,19.2192,1627832046.0,0.0,28.284,3125,0.032,238.9,2.0,3.5
8.7783,20.8136,15.3054,1.2938,22.0156,1627832059.0,0.0,28.1322,3125,0.032,238.9,2.0,3.5
9.2801,20.8186,15.243,1.2938,21.5,1627832072.0,0.0,27.3614,3125,0.032,238.9,2.0,3.5
8.7534,20.8243,14.0652,1.2938,20.7,1627832085.0,0.0,27.3536,3125,0.032,238.9,2.0,3.5
3.5767,20.8291,5.8221,1.2818,32.8,1627832111.0,1.0,27.4289,3125,0.032,238.8,3.0,6.0
10.9091,20.8365,16.7224,1.2884,54.7,1627832124.0,1.0,27.3274,3125,0.032,238.8,3.0,6.0
12.9005,20.8395,19.6939,1.2938,63.2,1627832137.0,1.0,27.1883,3125,0.032,238.8,3.0,6.0
17.3972,20.8536,19.9593,1.2938,66.0,1627832150.0,1.0,27.3286,3125,0.032,238.8,3.0,6.0
13.2215,20.8613,18.5918,1.2938,65.8,1627832163.0,1.0,27.4087,3125,0.032,238.8,3.0,6.0
12.2713,20.8673,21.6012,1.2938,68.8,1627832176.0,1.0,27.443,3125,0.032,238.8,3.0,6.0
11.6873,20.8739,19.1384,1.2815,64.7,1627832189.0,1.0,27.4668,3125,0.032,238.8,3.0,6.0
10.825,20.8836,18.8583,1.2847,65.4,1627832202.0,1.0,27.5734,3125,0.032,238.8,3.0,6.0
4.8754,20.888,5.0117,1.2945,15.6,1627832215.0,1.0,27.4784,3125,0.032,238.9,4.0,7.1
10.0153,20.8991,17.7756,1.306,57.3,1627832228.0,1.0,27.5856,3125,0.032,238.9,4.0,7.1
12.6499,20.9046,19.601,1.306,71.0,1627832241.0,1.0,27.6607,3125,0.032,238.9,4.0,7.1
13.5204,20.9125,19.7942,1.3055,70.1,1627832254.0,1.0,27.6196,3125,0.032,238.9,4.0,7.1
10.7932,20.9182,17.6417,1.3055,73.7,1627832267.0,1.0,27.5971,3125,0.032,238.9,4.0,7.1
12.4711,20.9302,20.6483,1.2933,73.7,1627832280.0,1.0,27.5913,3125,0.032,238.9,4.0,7.1
12.9094,20.9353,20.3276,1.2954,72.2,1627832293.0,1.0,27.5979,3125,0.032,238.9,4.0,7.1
12.0374,20.9399,18.7018,1.2996,72.1,1627832306.0,1.0,27.6128,3125,0.032,238.9,4.0,7.1
3.6682,20.9445,5.5395,1.2818,11.1,1627832319.0,1.0,27.5424,3125,0.032,238.8,5.0,9.8
8.8024,20.951,16.8066,1.2818,67.9,1627832332.0,1.0,27.9439,3125,0.032,238.8,5.0,9.8
14.4298,20.96,21.4539,1.2823,78.8042,1627832345.0,1.0,27.6214,3125,0.032,238.8,5.0,9.8
13.3191,20.9621,25.0678,1.2762,76.6,1627832358.0,1.0,27.6994,3125,0.032,238.8,5.0,9.8
12.9209,20.9612,16.5994,1.2819,77.1,1627832371.0,1.0,27.7934,3125,0.032,238.8,5.0,9.8
14.1639,20.9744,21.7322,1.2999,80.5,1627832384.0,1.0,27.7971,3125,0.032,238.8,5.0,9.8
16.7851,20.9901,23.0899,1.2999,81.0038,1627832397.0,1.0,27.682,3125,0.032,238.8,5.0,9.8
14.4914,20.9992,21.2358,1.2999,81.4,1627832410.0,1.0,27.7348,3125,0.032,238.8,5.0,9.8
5.754,21.7861,4.995,1.2729,9.3181,1627835218.0,0.0,28.4908,3125,0.032,238.9,1.0,3.4
8.3337,21.7889,13.8181,1.2768,22.7,1627835231.0,0.0,28.7581,3125,0.032,238.9,1.0,3.4
10.0339,21.7965,13.7533,1.2668,21.8844,1627835244.0,0.0,28.7281,3125,0.032,238.9,1.0,3.4
9.8391,21.8037,16.7569,1.2668,24.915,1627835257.0,0.0,28.1084,3125,0.032,238.9,1.0,3.4
8.3079,21.8109,12.5988,1.2846,20.8,1627835270.0,0.0,28.1232,3125,0.032,238.9,1.0,3.4
12.2175,21.8247,14.5249,1.285,22.4,1627835283.0,0.0,28.1036,3125,0.032,238.9,1.0,3.4
9.1296,21.8291,15.7662,1.3031,21.8,1627835296.0,0.0,28.12,3125,0.032,238.9,1.0,3.4
8.9852,21.8368,15.5238,1.3097,19.9,1627835309.0,0.0,28.1204,3125,0.032,238.9,1.0,3.4
7.6934,21.8403,10.596,1.3112,12.177,1627835322.0,0.0,28.1166,3125,0.032,238.9,2.0,3.6
8.5659,21.8461,15.3942,1.2735,72.8,1627835335.0,0.0,29.3418,3125,0.032,238.9,2.0,3.6
8.2876,21.8584,16.1177,1.2855,22.4,1627835348.0,0.0,29.3359,3125,0.032,238.9,2.0,3.6
10.1983,21.8621,15.0121,1.3036,26.4,1627835361.0,0.0,29.3631,3125,0.032,238.9,2.0,3.6
8.9073,21.8716,13.2998,1.3115,19.5,1627835374.0,0.0,29.3527,3125,0.032,238.9,2.0,3.6
9.1303,21.8767,14.8572,1.3041,22.2,1627835387.0,0.0,29.3539,3125,0.032,238.9,2.0,3.6
13.3955,21.8935,16.0687,1.3061,25.8889,1627835400.0,0.0,29.344,3125,0.032,238.9,2.0,3.6
9.7426,21.9004,13.4698,1.3106,21.7844,1627835413.0,0.0,28.4806,3125,0.032,238.9,2.0,3.6
6.8666,21.9036,11.1385,1.2869,46.3,1627835439.0,1.0,28.431,3125,0.032,238.8,3.0,6.1
11.4598,21.9075,17.4304,1.2983,54.6,1627835452.0,1.0,28.4162,3125,0.032,238.8,3.0,6.1
15.8972,21.9199,19.462,1.2681,66.9,1627835465.0,1.0,28.1696,3125,0.032,238.8,3.0,6.1
12.0568,21.9167,17.0203,1.2743,63.9,1627835478.0,1.0,28.3281,3125,0.032,238.8,3.0,6.1
12.1016,21.9216,20.2364,1.2743,68.0936,1627835491.0,1.0,28.38,3125,0.032,238.8,3.0,6.1
13.4621,21.9314,17.8976,1.2743,66.0932,1627835504.0,1.0,28.4039,3125,0.032,238.8,3.0,6.1
11.4141,21.9357,17.62,1.2743,63.9,1627835517.0,1.0,28.434,3125,0.032,238.8,3.0,6.1
12.0369,21.951,16.7312,1.2743,61.8,1627835530.0,1.0,28.4608,3125,0.032,238.8,3.0,6.1
5.2356,21.9556,6.8723,1.2743,29.0,1627835543.0,1.0,28.4586,3125,0.032,238.8,4.0,7.1
10.599,21.9612,17.0735,1.2743,51.7,1627835556.0,1.0,28.5188,3125,0.032,238.8,4.0,7.1
13.6783,21.9676,19.3887,1.2743,71.4,1627835569.0,1.0,28.5298,3125,0.032,238.8,4.0,7.1
17.7774,21.978,23.0707,1.2743,77.4,1627835582.0,1.0,28.5326,3125,0.032,238.8,4.0,7.1
11.0821,21.9857,18.4594,1.2743,73.6,1627835595.0,1.0,28.5301,3125,0.032,238.8,4.0,7.1
13.544,21.9919,18.5317,1.2743,72.2,1627835608.0,1.0,28.5364,3125,0.032,238.8,4.0,7.1
12.5918,21.9983,20.2133,1.2743,70.4941,1627835621.0,1.0,28.5321,3125,0.032,238.8,4.0,7.1
13.1258,22.0054,18.3429,1.2743,70.5,1627835634.0,1.0,28.5531,3125,0.032,238.8,4.0,7.1
8.2379,22.0124,7.2786,1.2745,17.9,1627835647.0,1.0,28.5048,3125,0.032,238.8,5.0,9.1
12.2662,22.0202,18.0944,1.2745,67.6,1627835660.0,1.0,28.5349,3125,0.032,238.8,5.0,9.1
12.4181,22.0271,21.3488,1.2745,76.6,1627835673.0,1.0,28.5729,3125,0.032,238.8,5.0,9.1
16.77,22.0345,23.0536,1.2806,82.0,1627835686.0,1.0,28.6385,3125,0.032,238.8,5.0,9.1
18.3169,22.0418,22.6782,1.2806,86.2,1627835699.0,1.0,28.7101,3125,0.032,238.8,5.0,9.1
12.1373,22.0441,19.903,1.2806,80.5,1627835712.0,1.0,28.7503,3125,0.032,238.8,5.0,9.1
11.7109,22.0498,17.6602,1.2806,79.4,1627835725.0,1.0,28.8315,3125,0.032,238.8,5.0,9.1
12.6923,22.0556,22.8118,1.2806,80.0,1627835738.0,1.0,28.9198,3125,0.032,238.8,5.0,9.1
3.4985,22.008,6.004,1.3492,6.6,1627838546.0,0.0,28.4319,3125,0.032,238.9,1.0,3.4
10.9066,22.0129,16.6305,1.3189,22.3,1627838559.0,0.0,28.9932,3125,0.032,238.9,1.0,3.4
9.5051,22.0179,15.5646,1.3193,22.3845,1627838572.0,0.0,28.9929,3125,0.032,238.9,1.0,3.4
13.0567,22.0334,16.7793,1.2701,26.7026,1627838585.0,0.0,28.3229,3125,0.032,238.9,1.0,3.4
9.0168,22.0409,13.4503,1.2701,20.9,1627838598.0,0.0,28.3043,3125,0.032,238.9,1.0,3.4
9.1,22.0454,14.7739,1.2877,23.0846,1627838611.0,0.0,28.3142,3125,0.032,238.9,1.0,3.4
8.7518,22.0537,14.9778,1.2879,21.1,1627838624.0,0.0,28.2963,3125,0.032,238.9,1.0,3.4
9.1599,22.0571,12.4649,1.2898,20.8,1627838637.0,0.0,28.281,3125,0.032,238.9,1.0,3.4
8.3503,22.0703,7.4705,1.2866,6.8,1627838650.0,0.0,28.2592,3125,0.032,238.9,2.0,3.5
10.3271,22.0777,17.5868,1.2989,28.5429,1627838663.0,0.0,29.5954,3125,0.032,238.9,2.0,3.5
9.7865,22.0808,14.4345,1.2867,22.0156,1627838676.0,0.0,29.5736,3125,0.032,238.9,2.0,3.5
9.9633,22.0891,17.6609,1.2867,25.4,1627838689.0,0.0,29.5707,3125,0.032,238.9,2.0,3.5
9.8654,22.0935,15.7753,1.2867,21.2,1627838702.0,0.0,29.5685,3125,0.032,238.9,2.0,3.5
8.6942,22.1121,13.652,1.288,21.5784,1627838715.0,0.0,29.5645,3125,0.032,238.9,2.0,3.5
8.9842,22.118,17.026,1.294,23.4388,1627838728.0,0.0,28.7686,3125,0.032,238.9,2.0,3.5
8.2222,22.1233,13.4608,1.2967,21.5,1627838741.0,0.0,28.7644,3125,0.032,238.9,2.0,3.5
6.1017,22.1346,5.5009,1.3126,38.7633,1627838767.0,1.0,28.903,3125,0.032,238.8,3.0,6.3
11.2574,22.1426,17.159,1.3141,55.5,1627838780.0,1.0,28.8211,3125,0.032,238.8,3.0,6.3
11.9969,22.1499,21.5701,1.3139,70.0,1627838793.0,1.0,28.6658,3125,0.032,238.8,3.0,6.3
13.9033,22.1549,18.1653,1.3182,62.9,1627838806.0,1.0,28.7282,3125,0.032,238.8,3.0,6.3
12.5627,22.1602,19.7285,1.3243,66.7,1627838819.0,1.0,28.7956,3125,0.032,238.8,3.0,6.3
15.5163,22.1676,21.9815,1.3062,66.0,1627838832.0,1.0,28.8152,3125,0.032,238.8,3.0,6.3
12.8366,22.1739,19.5959,1.3062,63.5,1627838845.0,1.0,28.8791,3125,0.032,238.8,3.0,6.3
3.2589,22.1771,4.5471,1.2979,23.9848,1627838871.0,1.0,28.844,3125,0.032,238.9,4.0,7.0
14.9327,22.1829,15.8756,1.2979,61.5,1627838884.0,1.0,28.8967,3125,0.032,238.9,4.0,7.0
12.9161,22.1871,20.5695,1.303,72.1,1627838897.0,1.0,28.9198,3125,0.032,238.9,4.0,7.0
12.1631,22.1907,21.7025,1.3062,69.9,1627838910.0,1.0,28.8419,3125,0.032,238.9,4.0,7.0
12.685,22.2031,18.0694,1.294,73.1,1627838923.0,1.0,28.8928,3125,0.032,238.9,4.0,7.0
12.4034,22.2081,20.6841,1.294,75.5049,1627838936.0,1.0,28.9306,3125,0.032,238.9,4.0,7.0
15.2352,22.2188,18.6618,1.294,70.6,1627838949.0,1.0,28.9522,3125,0.032,238.9,4.0,7.0
12.0483,22.2251,17.9711,1.2943,71.1,1627838962.0,1.0,28.951,3125,0.032,238.9,4.0,7.0
2.6058,22.2253,3.8798,1.296,16.2,1627838975.0,1.0,28.9246,3125,0.032,238.8,5.0,8.6
11.8256,22.2337,17.403,1.3004,63.6,1627838988.0,1.0,28.9013,3125,0.032,238.8,5.0,8.6
13.449,22.2373,18.8676,1.3004,79.2,1627839001.0,1.0,28.8424,3125,0.032,238.8,5.0,8.6
17.1188,22.2489,20.574,1.3004,74.0,1627839014.0,1.0,28.8969,3125,0.032,238.8,5.0,8.6
11.053,22.2516,20.3668,1.3004,75.8,1627839027.0,1.0,28.8874,3125,0.032,238.8,5.0,8.6
13.8694,22.2608,21.1008,1.3004,80.1,1627839040.0,1.0,28.9289,3125,0.032,238.8,5.0,8.6
11.0037,22.2675,17.7017,1.3004,77.5,1627839053.0,1.0,28.9508,3125,0.032,238.8,5.0,8.6
17.8942,22.2721,19.0278,1.3004,82.5,1627839066.0,1.0,28.9536,3125,0.032,238.8,5.0,8.6
2.6933,23.1567,5.0023,1.2883,7.7369,1627841874.0,0.0,28.4143,3125,0.032,238.9,1.0,3.4
9.2182,23.1572,14.4037,1.2883,23.0,1627841887.0,0.0,29.1495,3125,0.032,238.9,1.0,3.4
12.6365,23.1724,15.0115,1.2883,21.4,1627841900.0,0.0,29.1418,3125,0.032,238.9,1.0,3.4
10.7267,23.1833,16.5586,1.3062,23.2693,1627841913.0,0.0,28.6582,3125,0.032,238.9,1.0,3.4
8.9767,23.1861,12.7159,1.3093,20.0,1627841926.0,0.0,28.661,3125,0.032,238.9,1.0,3.4
9.9762,23.1951,14.8748,1.2881,22.562,1627841939.0,0.0,28.6142,3125,0.032,238.9,1.0,3.4
9.9662,23.2008,16.9064,1.2881,23.1,1627841952.0,0.0,28.6094,3125,0.032,238.9,1.0,3.4
8.5173,23.2176,13.9362,1.2942,20.7,1627841965.0,0.0,28.6167,3125,0.032,238.9,1.0,3.4
4.8283,23.2204,7.0288,1.2944,7.6,1627841978.0,0.0,28.5976,3125,0.032,238.9,2.0,3.6
8.4337,23.2232,14.4564,1.2944,87.5,1627841991.0,0.0,29.7194,3125,0.032,238.9,2.0,3.6
9.7155,23.2282,16.6781,1.3005,21.9,1627842004.0,0.0,29.3276,3125,0.032,238.9,2.0,3.6
9.1558,23.2305,14.8513,1.3005,28.6,1627842017.0,0.0,29.333,3125,0.032,238.9,2.0,3.6
9.5806,23.2404,13.9432,1.3005,19.4,1627842030.0,0.0,29.3201,3125,0.032,238.9,2.0,3.6
9.8914,23.2429,16.0173,1.3005,21.5882,1627842043.0,0.0,29.3122,3125,0.032,238.9,2.0,3.6
8.6662,23.2462,13.7871,1.3005,24.5,1627842056.0,0.0,28.4343,3125,0.032,238.9,2.0,3.6
8.6064,23.2542,16.1176,1.2883,21.7,1627842069.0,0.0,28.43,3125,0.032,238.9,2.0,3.6
5.9566,23.2704,7.384,1.2886,41.7,1627842095.0,1.0,28.5355,3125,0.032,238.9,3.0,6.5
12.2951,23.2765,17.3559,1.306,59.3,1627842108.0,1.0,28.4962,3125,0.032,238.9,3.0,6.5
11.1429,23.2808,18.2617,1.3128,65.8,1627842121.0,1.0,28.5528,3125,0.032,238.9,3.0,6.5
11.6992,23.286,19.5134,1.3049,65.207,1627842134.0,1.0,28.6877,3125,0.032,238.9,3.0,6.5
16.2867,23.2961,16.9225,1.3062,65.6,1627842147.0,1.0,28.7721,3125,0.032,238.9,3.0,6.5
11.2836,23.3013,22.3908,1.3,68.0,1627842160.0,1.0,28.8163,3125,0.032,238.9,3.0,6.5
9.7797,23.3029,20.4922,1.3009,66.3933,1627842173.0,1.0,28.8434,3125,0.032,238.9,3.0,6.5
13.7438,23.3079,18.9813,1.3047,64.3,1627842186.0,1.0,28.8568,3125,0.032,238.9,3.0,6.5
6.3651,23.3186,6.4512,1.3074,34.7131,1627842199.0,1.0,28.8689,3125,0.032,238.8,4.0,7.1
11.595,23.3235,19.6887,1.3003,53.0,1627842212.0,1.0,28.9156,3125,0.032,238.8,4.0,7.1
14.3525,23.331,18.4225,1.3003,68.7063,1627842225.0,1.0,28.841,3125,0.032,238.8,4.0,7.1
13.6371,23.3387,16.8104,1.3003,67.5,1627842238.0,1.0,28.8758,3125,0.032,238.8,4.0,7.1
12.7848,23.3451,19.2322,1.3003,70.3,1627842251.0,1.0,28.9846,3125,0.032,238.8,4.0,7.1
15.7086,23.3602,20.7486,1.3003,72.1056,1627842264.0,1.0,28.9526,3125,0.032,238.8,4.0,7.1
12.3881,23.3633,18.2723,1.3003,70.094,1627842277.0,1.0,28.9602,3125,0.032,238.8,4.0,7.1
12.8325,23.3701,18.303,1.3028,72.7,1627842290.0,1.0,28.9872,3125,0.032,238.8,4.0,7.1
3.8939,23.3716,6.0164,1.3052,16.1,1627842303.0,1.0,28.9406,3125,0.032,238.9,5.0,8.9
9.8672,23.3756,16.6771,1.3106,62.1,1627842316.0,1.0,29.0077,3125,0.032,238.9,5.0,8.9
11.2921,23.3845,22.1132,1.282,77.1,1627842329.0,1.0,28.8689,3125,0.032,238.9,5.0,8.9
17.2865,23.3876,22.5984,1.282,81.2963,1627842342.0,1.0,28.8945,3125,0.032,238.9,5.0,8.9
11.2259,23.3954,19.0931,1.282,75.4,1627842355.0,1.0,28.9285,3125,0.032,238.9,5.0,8.9
14.33,23.4013,20.6479,1.282,79.6,1627842368.0,1.0,29.0113,3125,0.032,238.9,5.0,8.9
13.3376,23.4053,20.7753,1.2993,83.0966,1627842381.0,1.0,29.0528,3125,0.032,238.9,5.0,8.9
12.9856,23.4145,20.2473,1.2998,78.4043,1627842394.0,1.0,29.0405,3125,0.032,238.9,5.0,8.9
9.3884,24.2134,9.4747,1.282,14.8,1627845202.0,0.0,29.9967,3125,0.032,238.9,1.0,3.4
8.7443,24.2153,16.7976,1.2698,23.2386,1627845215.0,0.0,30.0408,3125,0.032,238.9,1.0,3.4
8.7127,24.2176,15.802,1.2809,23.5153,1627845228.0,0.0,30.0306,3125,0.032,238.9,1.0,3.4
10.9088,24.2261,18.5833,1.2996,25.9,1627845241.0,0.0,29.506,3125,0.032,238.9,1.0,3.4
7.3567,24.2329,13.8527,1.3059,20.1,1627845254.0,0.0,29.4879,3125,0.032,238.9,1.0,3.4
13.0024,24.2544,14.7779,1.2862,21.4,1627845267.0,0.0,29.4651,3125,0.032,238.9,1.0,3.4
9.7457,24.2634,15.1372,1.2895,21.5,1627845280.0,0.0,29.4654,3125,0.032,238.9,1.0,3.4
8.4569,24.2701,15.3675,1.2939,21.4843,1627845293.0,0.0,29.4489,3125,0.032,238.9,1.0,3.4
7.5737,24.274,10.1406,1.2939,11.3,1627845306.0,0.0,29.4496,3125,0.032,238.9,2.0,3.6
11.7363,24.288,13.384,1.2951,84.9,1627845319.0,0.0,30.8326,3125,0.032,238.9,2.0,3.6
9.9579,24.2928,15.7747,1.3169,20.7159,1627845332.0,0.0,30.7167,3125,0.032,238.9,2.0,3.6
9.7058,24.3,17.0981,1.2958,24.6795,1627845345.0,0.0,30.6978,3125,0.032,238.9,2.0,3.6
